,display_name,name,start_date,end_date,type,code,capitalization,circulating_cap,market_cap,circulating_market_cap,证监会行业,聚宽二级行业,申万三级行业,概念
002431.XSHE,ST棕榈,STZL,2010-06-10,2200-01-01,stock,002431.XSHE,180240.4765,180240.4765,29.3792,29.3792,土木工程建筑业,园林工程,园林工程III,虚拟现实|地下管网|职业教育|新疆振兴|雄安新区|特色小镇|土地流转|乡村振兴|体育产业|新型城镇化|粤港澳自贸区|元宇宙|土壤修复|横琴新区|国企改革|旅游概念
002432.XSHE,九安医疗,JAYL,2010-06-10,2200-01-01,stock,002432.XSHE,46589.3881,46527.232,329.2938,328.8545,专用设备制造业,医疗设备,体外诊断III,跨境电商|智能穿戴|智能医疗|创投|深股通|京津冀一体化|健康中国|天津自贸区|融资融券|转融券标的|新冠检测|互联网医疗|血氧仪|流感|医疗器械概念|小米概念|养老概念
002433.XSHE,太安退,TAT,2010-06-18,2024-07-04,stock,002433.XSHE,,,,,,,,
002434.XSHE,万里扬,WLY,2010-06-18,2200-01-01,stock,002434.XSHE,131260.0,131132.03,95.8198,95.7264,汽车制造业,汽车系统部件,底盘与发动机系统III,工业互联网|碳中和|深股通|农机|融资融券|参股民营银行|转融券标的|储能|比亚迪概念|虚拟电厂|减速器|人形机器人|机器人概念
002435.XSHE,ST长康,STCK,2010-06-18,2024-08-14,stock,002435.XSHE,,,,,,,,超级真菌
002436.XSHE,兴森科技,XSKJ,2010-06-18,2200-01-01,stock,002436.XSHE,169967.3563,151793.0431,644.1763,575.2956,计算机、通信和其他电子设备制造业,印制电路板,印制电路板III,5G|军工|深股通|融资融券|粤港澳自贸区|转融券标的|PCB概念|毫米波雷达|低空经济|机器人概念|芯片概念|华为概念|集成电路概念|6G
002437.XSHE,誉衡药业,YHYY,2010-06-23,2200-01-01,stock,002437.XSHE,222986.8126,209184.9851,62.8823,58.9902,医药制造业,药品制剂,化学制剂III,基因测序|深股通|民营医院|生物医药|医药电商|融资融券|参股新三板|仿制药一致性评价|肝炎概念|黑龙江自贸区|创新药|三季报预增|维生素|年报预增
002438.XSHE,江苏神通,JSST,2010-06-23,2200-01-01,stock,002438.XSHE,50753.7461,46888.0667,86.2814,79.7097,通用设备制造业,气液机械,金属制品III,燃料电池|无人机|风电|节能环保|工业4.0|海工装备|军工|军民融合|深股通|核电|融资融券|转融券标的|航空发动机|超超临界发电|氢能源|可控核聚变|芯片概念
002439.XSHE,启明星辰,QMXC,2010-06-23,2200-01-01,stock,002439.XSHE,121140.0205,72859.9201,166.9309,100.401,软件和信息技术服务业,通用软件,横向通用软件III,物联网|工业互联网|数据中心|人工智能|边缘计算|数字货币|5G|大数据|国产软件|网络安全|无人机|云计算|智慧城市|军民融合|深股通|京津冀一体化|烟草|融资融券|量子通信|智慧灯杆|数据安全|智慧政务|电子身份证|华为鲲鹏|数字经济|华为欧拉|信创|国企改革|数据要素|华为昇腾|低空经济|军工信息化|机器人概念|小米概念|MSCI概念|腾讯概念|华为概念|车联网(车路协同)|6G|DeepSeek|26一季报预增
002440.XSHE,闰土股份,RTGF,2010-07-06,2200-01-01,stock,002440.XSHE,112399.9905,94635.9428,101.0476,85.0777,化学原料和化学制品制造业,印染化学品,纺织化学用品III,深股通|融资融券|分散染料|氟化工概念|年报预增
002441.XSHE,众业达,ZYD,2010-07-06,2200-01-01,stock,002441.XSHE,54454.3609,39855.4129,48.7367,35.6706,批发业,贸易商,配电设备III,物联网|数据中心|充电桩|智能电网|风电|深股通|职业教育|核电|融资融券|转融券标的|数字经济|机器人概念|宁德时代概念
002442.XSHE,龙星科技,LXKJ,2010-07-06,2200-01-01,stock,002442.XSHE,50328.9902,49266.2883,27.6306,27.0472,化学原料和化学制品制造业,橡胶助剂,炭黑III,阿里|工业互联网|京津冀一体化|煤化工概念
002443.XSHE,金洲管道,JZGD,2010-07-06,2200-01-01,stock,002443.XSHE,52053.552,51905.8017,56.6343,56.4735,金属制品业,特钢,特钢III,石墨烯|地下管网|核电|天然气|新型城镇化|氢能源|国企改革
002444.XSHE,巨星科技,JXKJ,2010-07-13,2200-01-01,stock,002444.XSHE,119447.8182,114672.9028,378.2912,363.1691,金属制品业,其他通用机械,其它通用机械III,无人驾驶|跨境电商|智能家居|军工|深股通|融资融券|储能|机器人概念|芯片概念|MSCI概念
002445.XSHE,中南文化,ZNWH,2010-07-13,2200-01-01,stock,002445.XSHE,237660.7531,236630.5973,83.8942,83.5306,金属制品业,其他通用机械,金属制品III,虚拟现实|独角兽|大数据|海工装备|深股通|融资融券|股权转让|转融券标的|绿色电力|国企改革|独角兽概念|文化传媒概念
002446.XSHE,盛路通信,SLTX,2010-07-13,2200-01-01,stock,002446.XSHE,91541.5724,84777.7296,97.2171,90.0339,计算机、通信和其他电子设备制造业,通信系统设备及组件,军工电子III,物联网|汽车电子|无人驾驶|5G|智能电网|军工|军民融合|深股通|融资融券|粤港澳自贸区|转融券标的|毫米波雷达|太赫兹|军工信息化|商业航天|芯片概念|华为概念|车联网(车路协同)|集成电路概念|6G
002447.XSHE,晨鑫退,CXT,2010-07-13,2022-06-27,stock,002447.XSHE,,,,,,,,
002448.XSHE,中原内配,ZYNP,2010-07-16,2200-01-01,stock,002448.XSHE,58840.9646,58050.9508,76.964,75.9306,汽车制造业,汽车系统部件,底盘与发动机系统III,互联网金融|汽车电子|无人驾驶|5G|燃料电池|无人机|工业4.0|深股通|农机|乡村振兴|工业母机|比亚迪概念|氢能源|MCU芯片|人形机器人|机器人概念|华为概念|车联网(车路协同)
002449.XSHE,国星光电,GXGD,2010-07-16,2200-01-01,stock,002449.XSHE,61847.7169,61847.7169,53.0035,53.0035,计算机、通信和其他电子设备制造业,LED,LEDIII,节能照明|汽车电子|人工智能|无人驾驶|人脸识别|充电桩|MiniLED|智能穿戴|智能家居|语音技术|深股通|家用电器|第三代半导体|融资融券|转融券标的|元宇宙|储能|传感器|汽车芯片|国企改革|血氧仪|芯片概念|小米概念|华为概念|集成电路概念|AI眼镜|MicroLED
002450.XSHE,康得退,KDT,2010-07-16,2021-05-28,stock,002450.XSHE,,,,,,,,
002451.XSHE,摩恩电气,MEDQ,2010-07-20,2200-01-01,stock,002451.XSHE,44067.0,43914.9,36.2231,36.098,电气机械和器材制造业,线缆及其他,线缆部件及其他III,充电桩|5G|智慧城市|智能电网|风电|创投|海工装备|高铁|供应链金融|上海自贸区|债转股|融资融券|参股新三板|转融券标的|储能|物业管理|机器人概念|光伏概念|化债(AMC)
002452.XSHE,长高电气,CGDQ,2010-07-20,2200-01-01,stock,002452.XSHE,62033.2085,51788.0199,69.9114,58.3651,电气机械和器材制造业,输变电设备,输变电设备III,数据中心|充电桩|智能电网|风电|军工|特高压|新疆振兴|融资融券|转融券标的|专精特新|储能|光伏概念
002453.XSHE,华软科技,HRKJ,2010-07-20,2200-01-01,stock,002453.XSHE,81236.7126,60265.0355,45.4926,33.7484,化学原料和化学制品制造业,其他化学制品,其他化学制品III,深股通|融资融券|转融券标的|光刻胶
002454.XSHE,松芝股份,SZGF,2010-07-20,2200-01-01,stock,002454.XSHE,87907.368,87735.3942,49.7556,49.6582,汽车制造业,汽车系统部件,汽车电子电气系统III,汽车电子|冷链物流|深股通|融资融券|转融券标的|储能|华为汽车|比亚迪概念|汽车热管理|世界杯|飞行汽车(eVTOL)|低空经济|宁德时代概念|华为概念|25中报预增
002455.XSHE,百川股份,BCGF,2010-08-03,2200-01-01,stock,002455.XSHE,72246.25,66081.1973,59.3864,54.3187,化学原料和化学制品制造业,其他化学制品,其他化学制品III,深股通|新材料|石墨电极|磷化工|融资融券|转融券标的|钠离子电池|储能|动力电池回收|金属回收|光刻胶|固态电池|宁德时代概念|锂电池概念
002456.XSHE,欧菲光,OFG,2010-08-03,2200-01-01,stock,002456.XSHE,335827.175,331761.5011,331.1256,327.1168,计算机、通信和其他电子设备制造业,光学元件,光学元件III,汽车电子|无人驾驶|虚拟现实|人脸识别|OLED|智慧城市|智能家居|深股通|柔性屏|融资融券|股权转让|元宇宙|传感器|机器视觉|毫米波雷达|智能座舱|人形机器人|机器人概念|医疗器械概念|小米概念|MSCI概念|华为概念|车联网(车路协同)|AI眼镜
002457.XSHE,青龙管业,QLGY,2010-08-03,2200-01-01,stock,002457.XSHE,33348.68,33327.0349,40.6854,40.659,非金属矿物制品业,水泥与混凝土,管材III,互联网金融|风电|地下管网|新疆振兴|京津冀一体化|乡村振兴|24中报预增|西部大开发|年报预增
002458.XSHE,益生股份,YSGF,2010-08-10,2200-01-01,stock,002458.XSHE,143119.3039,96638.5573,111.7762,75.4747,畜牧业,畜牧产品,肉鸡养殖III,深股通|养鸡|猪肉|乳业|融资融券|转融券标的
002459.XSHE,晶澳科技,JAKJ,2010-08-10,2200-01-01,stock,002459.XSHE,330971.2976,330577.8743,279.3398,279.0077,电气机械和器材制造业,光伏设备,光伏电池组件III,风电|一带一路|深股通|京津冀一体化|雄安新区|融资融券|转融券标的|储能|比亚迪概念|钙钛矿电池|BC电池|光伏概念|MSCI概念
002460.XSHE,赣锋锂业,GFLY,2010-08-10,2200-01-01,stock,002460.XSHE,209669.4404,121121.8038,1376.4799,795.1646,有色金属冶炼和压延加工业,锂,锂III,充电桩|特斯拉|燃料电池|无人机|无线耳机|深股通|新材料|钴|盐湖提锂|融资融券|新能源|储能|动力电池回收|化肥|固态电池|人形机器人|低空经济|光伏概念|小金属概念|MSCI概念|锂电池概念
002461.XSHE,珠江啤酒,ZJPJ,2010-08-18,2200-01-01,stock,002461.XSHE,221332.848,221332.848,208.0529,208.0529,酒、饮料和精制茶制造业,啤酒,啤酒III,新零售|深股通|融资融券|国企改革|啤酒概念
002462.XSHE,嘉事堂,JST,2010-08-18,2200-01-01,stock,002462.XSHE,29170.712,29147.0419,40.0514,40.0189,批发业,医药商业,医药流通III,冷链物流|民营医院|医药电商|证金持股|股权转让|国企改革|医疗器械概念
002463.XSHE,沪电股份,HDGF,2010-08-18,2200-01-01,stock,002463.XSHE,192436.3537,192281.0486,2563.6371,2561.5681,计算机、通信和其他电子设备制造业,印制电路板,印制电路板III,数据中心|汽车电子|无人驾驶|5G|污水处理|深股通|融资融券|转融券标的|PCB概念|三季报预增|毫米波雷达|芯片概念|MSCI概念|华为概念|24中报预增|24三季报预增|26一季报预增
002464.XSHE,众应退,ZYT,2010-08-31,2022-06-27,stock,002464.XSHE,,,,,,,,
002465.XSHE,海格通信,HGTX,2010-08-31,2200-01-01,stock,002465.XSHE,248183.3948,247788.7109,395.108,394.4796,计算机、通信和其他电子设备制造业,通信系统设备及组件,军工电子III,物联网|人工智能|无人驾驶|虚拟现实|5G|大飞机|国产软件|无人机|国产操作系统|智慧城市|智能穿戴|军工|军民融合|深股通|融资融券|粤港澳自贸区|航空发动机|国企改革|成飞概念|时空大数据|太赫兹|低空经济|军工信息化|商业航天|机器人概念|芯片概念|MSCI概念|车联网(车路协同)|6G
002466.XSHE,天齐锂业,TQLY,2010-08-31,2200-01-01,stock,002466.XSHE,171321.8321,147571.88,1011.8267,871.5595,有色金属冶炼和压延加工业,锂,锂III,特斯拉|深股通|盐湖提锂|证金持股|融资融券|转融券标的|动力电池回收|化肥|固态电池|小金属概念|MSCI概念|锂电池概念|26一季报预增
002467.XSHE,二六三,ELS,2010-09-08,2200-01-01,stock,002467.XSHE,137537.1873,136680.8705,75.6455,75.1745,互联网和相关服务,云计算服务,通信应用增值服务III,阿里|物联网|在线教育|数据中心|区块链|人工智能|虚拟现实|网络安全|云计算|语音技术|一带一路|深股通|融资融券|元宇宙|虚拟数字人|智慧政务|数字经济|信创|Web3.0|低空经济|小米概念|腾讯概念
002468.XSHE,申通快递,STKD,2010-09-08,2200-01-01,stock,002468.XSHE,153080.2166,146410.6199,212.7815,203.5108,邮政业,快递,快递III,阿里|人工智能|大数据|深股通|长三角一体化|乡村振兴|融资融券|转融券标的|统一大市场|24中报预增|24三季报预增|年报预增|26一季报预增
002469.XSHE,三维化学,SWHX,2010-09-08,2200-01-01,stock,002469.XSHE,64886.263,62840.2911,40.8783,39.5894,化学原料和化学制品制造业,其他化学原料,化学工程III,固废处理|节能环保|一带一路|深股通|融资融券|油品升级|转融券标的|储能|光热发电|氢能源|煤化工概念
002470.XSHE,金正大,JZD,2010-09-08,2200-01-01,stock,002470.XSHE,328602.7742,328573.5917,73.9356,73.9291,化学原料和化学制品制造业,复合肥,复合肥III,深股通|农村电商|生态农业|乡村振兴|磷化工|土壤修复|化肥|国企改革|水泥概念|锂电池概念
002471.XSHE,中超控股,ZCKG,2010-09-10,2200-01-01,stock,002471.XSHE,136876.0,134351.0975,108.8164,106.8091,电气机械和器材制造业,线缆及其他,线缆部件及其他III,石墨烯|数据中心|充电桩|大飞机|无人机|智能电网|风电|创投|海工装备|军工|军民融合|深股通|核电|融资融券|参股新三板|高端装备|转融券标的|航空发动机|低空经济|商业航天|机器人概念|光伏概念
002472.XSHE,双环传动,SHCD,2010-09-10,2200-01-01,stock,002472.XSHE,84993.4492,74853.2166,364.2819,320.8209,,,,智能家居|创投|深股通|高铁|融资融券|高端装备|转融券标的|比亚迪概念|减速器|机器人概念
002473.XSHE,圣莱退,SLT,2010-09-10,2022-06-21,stock,002473.XSHE,,,,,,,,
002474.XSHE,榕基软件,RJRJ,2010-09-15,2200-01-01,stock,002474.XSHE,62220.0,52883.2157,44.5495,37.8644,软件和信息技术服务业,行业应用软件,IT服务III,安防|物联网|在线教育|电力物联网|区块链|人工智能|虚拟现实|大数据|国产软件|网络安全|智慧城市|智能电网|军工|福建自贸区|融资融券|数据安全|智慧政务|物业管理|华为鲲鹏|数字经济|信创|Web3.0|数据要素|核污染防治|军工信息化|华为概念
002475.XSHE,立讯精密,LXJM,2010-09-15,2200-01-01,stock,002475.XSHE,729266.2566,727595.0762,5015.164,5003.6713,计算机、通信和其他电子设备制造业,消费电子组件及零部件,消费电子零部件及组装III,数据中心|汽车电子|无人驾驶|虚拟现实|充电桩|5G|智能穿戴|智能音箱|无线耳机|深股通|证金持股|融资融券|粤港澳自贸区|机器视觉|毫米波雷达|智能座舱|人形机器人|铜缆高速连接|机器人概念|芯片概念|MSCI概念|苹果概念|华为概念
002476.XSHE,宝莫股份,BMGF,2010-09-15,2200-01-01,stock,002476.XSHE,61200.0,61200.0,32.0688,32.0688,化学原料和化学制品制造业,其他化学制品,其他石化III,节能环保|污水处理|一带一路|页岩气|融资融券|24中报预增|年报预增|25中报预增
002477.XSHE,雏鹰退,CYT,2010-09-15,2019-10-15,stock,002477.XSHE,,,,,,,,
002478.XSHE,常宝股份,CBGF,2010-09-21,2200-01-01,stock,002478.XSHE,90080.4228,72272.3938,64.1373,51.4579,金属制品业,特钢,特钢III,一带一路|海工装备|深股通|地下管网|核电|天然气|页岩气|融资融券|转融券标的|专精特新|储能|超超临界发电|光热发电|特钢概念
002479.XSHE,富春环保,FCHB,2010-09-21,2200-01-01,stock,002479.XSHE,86500.0,86307.2844,46.191,46.0881,电力、热力生产和供应业,供热及其他,热电III,固废处理|节能环保|污水处理|垃圾分类|金属回收|国企改革|黄金概念|24三季报预增|25中报预增
002480.XSHE,新筑股份,XZGF,2010-09-21,2200-01-01,stock,002480.XSHE,76916.867,76762.9821,46.4578,46.3648,通用设备制造业,城轨铁路,光伏发电III,数据中心|超级电容|燃料电池|一带一路|深股通|高铁|股权转让|绿色电力|光热发电|国企改革|机器人概念
002481.XSHE,双塔食品,STSP,2010-09-21,2200-01-01,stock,002481.XSHE,123369.65,111815.26,49.8413,45.1734,食品制造业,其他食品,其他农产品加工III,跨境电商|深股通|燃料乙醇|人造肉|融资融券|转融券标的|绿色电力|预制菜|化肥|宠物经济|国企改革|合成生物
002482.XSHE,广田集团,GTJT,2010-09-29,2200-01-01,stock,002482.XSHE,375096.2363,374370.9801,55.5142,55.4069,建筑装饰、装修和其他建筑业,建筑装修,装修装饰III,智能家居|装配式建筑|深股通|新型城镇化|粤港澳自贸区|恒大概念|国企改革|DeepSeek
002483.XSHE,润邦股份,RBGF,2010-09-29,2200-01-01,stock,002483.XSHE,88646.8413,88525.0799,50.7946,50.7249,通用设备制造业,工程机械,冶金矿采化工设备III,风电|固废处理|污水处理|一带一路|海工装备|深股通|天然气|融资融券|转融券标的|国企改革|航运概念|年报预增
002484.XSHE,江海股份,JHGF,2010-09-29,2200-01-01,stock,002484.XSHE,85052.3941,82047.2265,765.4715,738.425,计算机、通信和其他电子设备制造业,被动元件,被动元件III,超级电容|5G|军工|深股通|融资融券|转融券标的|储能|国企改革|可控核聚变|人形机器人|机器人概念|华为概念
002485.XSHE,ST雪发,STXF,2010-10-15,2200-01-01,stock,002485.XSHE,54400.0,54400.0,24.9696,24.9696,商务服务业,贸易商,原材料供应链服务III,供应链金融|特色小镇|旅游概念
002486.XSHE,嘉麟杰,JLJ,2010-10-15,2200-01-01,stock,002486.XSHE,82428.31,82043.8,20.4422,20.3469,纺织服装、服饰业,服装,运动服装III,体育产业|抗病毒面料|医疗器械概念
002487.XSHE,大金重工,DJZG,2010-10-15,2200-01-01,stock,002487.XSHE,63774.9349,63092.0266,406.055,401.7069,金属制品业,风电设备,风电零部件III,风电|海工装备|深股通|融资融券|新能源|转融券标的|航运概念|25中报预增
