,display_name,name,start_date,end_date,type,code,capitalization,circulating_cap,market_cap,circulating_market_cap,证监会行业,聚宽二级行业,申万三级行业,概念
300525.XSHE,博思软件,BSRJ,2016-07-26,2200-01-01,stock,300525.XSHE,75845.3478,62334.583,66.3647,54.5428,软件和信息技术服务业,行业应用软件,垂直应用软件III,互联网金融|人工智能|移动支付|数字货币|国产软件|网络安全|云计算|智慧城市|智能医疗|深股通|供应链金融|乡村振兴|福建自贸区|融资融券|转融券标的|智慧政务|数字乡村|数字经济|信创|数据要素|机器人概念|腾讯概念|华为概念|DeepSeek
300526.XSHE,中潜退,ZQT,2016-08-02,2023-07-11,stock,300526.XSHE,,,,,,,,
300527.XSHE,ST应急,STYJ,2016-08-05,2200-01-01,stock,300527.XSHE,101677.0372,101677.0372,77.9863,77.9863,专用设备制造业,国防装备,地面兵装III,人工智能|海工装备|军工|军民融合|核电|转融券标的|中船系|方舱医院|国企改革|核污染防治|新型工业化|机器人概念
300528.XSHE,幸福蓝海,XFLH,2016-08-08,2200-01-01,stock,300528.XSHE,37260.8054,37260.8054,60.8842,60.8842,广播、电视、电影和录音制作业,影视动漫,院线III,深股通|创业板重组松绑|国企改革|文化传媒概念
300529.XSHE,健帆生物,JFSW,2016-08-02,2200-01-01,stock,300529.XSHE,79860.5275,51248.22,137.5198,88.2494,专用设备制造业,医疗耗材,医疗耗材III,深股通|医药电商|融资融券|转融券标的|横琴新区|肝炎概念|医疗器械概念
300530.XSHE,领湃科技,LPKJ,2016-08-09,2200-01-01,stock,300530.XSHE,17195.1354,17195.1354,33.7025,33.7025,电气机械和器材制造业,电池,其他化学制品III,充电桩|深股通|钠离子电池|储能|国企改革|锂电池概念
300531.XSHE,优博讯,YBX,2016-08-09,2200-01-01,stock,300531.XSHE,32107.8965,31160.8338,50.7947,49.2964,计算机、通信和其他电子设备制造业,通信终端设备及组件,其他计算机设备III,物联网|工业互联网|区块链|人工智能|移动支付|人脸识别|数字货币|国产软件|智能电网|智能医疗|智能音箱|食品安全|军工|深股通|粤港澳自贸区|专精特新|华为海思概念|数据安全|智慧政务|电子身份证|数字经济|机器视觉|信创|数据要素|数据确权|机器人概念|芯片概念|华为概念|中俄贸易|DeepSeek|智能制造|26一季报预增
300532.XSHE,今天国际,JTGJ,2016-08-18,2200-01-01,stock,300532.XSHE,63564.03,60472.1509,43.9863,41.8467,软件和信息技术服务业,系统集成服务,IT服务III,工业互联网|区块链|特斯拉|5G|数字孪生|深股通|股权转让|储能|华为鲲鹏|统一大市场|比亚迪概念|机器视觉|新型工业化|机器人概念|宁德时代概念|华为概念|智能制造
300533.XSHE,冰川网络,BCWL,2016-08-18,2200-01-01,stock,300533.XSHE,32824.6758,23096.3149,53.5042,37.647,互联网和相关服务,游戏,游戏III,阿里|网络游戏|创投|深股通|粤港澳自贸区
300534.XSHE,陇神戎发,LSRF,2016-09-13,2200-01-01,stock,300534.XSHE,30334.5,30205.1488,23.4182,23.3184,医药制造业,中成药,中药III,参股券商|食品安全|医药电商|股权转让|创业板重组松绑|专精特新|创新药|国企改革|流感|医疗器械概念|三胎概念|西部大开发
300535.XSHE,达威股份,DWGF,2016-08-12,2200-01-01,stock,300535.XSHE,10701.9863,8116.1046,16.9948,12.8884,化学原料和化学制品制造业,其他化学制品,其他化学制品III,充电桩|一带一路|创业板重组松绑|分散染料|专精特新|新型工业化|有机硅
300536.XSHE,农尚环境,NSHJ,2016-09-20,2200-01-01,stock,300536.XSHE,29328.8133,29326.6871,28.9182,28.9161,土木工程建筑业,园林工程,园林工程III,节能环保|垃圾分类|创业板重组松绑|算力租赁|芯片概念
300537.XSHE,广信材料,GXCL,2016-08-30,2200-01-01,stock,300537.XSHE,20780.6521,15176.4458,55.9831,40.8853,化学原料和化学制品制造业,电子化学品,电子化学品III,石墨烯|5G|OLED|智能穿戴|海工装备|深股通|新材料|光刻胶|比亚迪概念|PCB概念|BC电池|芯片概念|光伏概念|富士康概念|华为概念|华为手机
300538.XSHE,同益股份,TYGF,2016-08-26,2200-01-01,stock,300538.XSHE,18191.8573,12098.5248,32.1268,21.366,批发业,贸易商,改性塑料III,5G|无人机|智能穿戴|创投|军工|第三代半导体|粤港澳自贸区|储能|光刻胶|PCB概念|PEEK材料|低空经济|机器人概念|芯片概念|宁德时代概念|光伏概念|小米概念|华为概念
300539.XSHE,横河精密,HHJM,2016-08-30,2200-01-01,stock,300539.XSHE,26810.0662,21788.8237,63.7007,51.7702,橡胶和塑料制品业,家电零部件及其他,其他塑料制品III,无人机|智能家居|深股通|家用电器|创业板重组松绑|专精特新|华为汽车|比亚迪概念|减速器|智能座舱|PEEK材料|机器人概念|小米概念|华为概念
300540.XSHE,蜀道装备,SDZB,2016-08-23,2200-01-01,stock,300540.XSHE,22759.183,20672.7206,60.5849,55.0308,通用设备制造业,其他专用机械,其它专用机械III,充电桩|燃料电池|天然气|创业板重组松绑|专精特新|储能|智慧灯杆|氢能源|国企改革|商业航天|车联网(车路协同)|西部大开发
300541.XSHE,先进数通,XJST,2016-09-13,2200-01-01,stock,300541.XSHE,43004.4492,38801.8107,45.9718,41.4791,软件和信息技术服务业,系统集成服务,IT服务III,阿里|今日头条|互联网金融|数据中心|区块链|人工智能|无人驾驶|独角兽|数字货币|大数据|国产软件|云计算|ETC|深股通|烟草|数据安全|智慧政务|华为鲲鹏|数字经济|信创|数据要素|英伟达概念|数据确权|华为昇腾|蚂蚁金服概念|独角兽概念|抖音概念|腾讯概念|华为概念|快手概念|华为盘古|DeepSeek
300542.XSHE,新晨科技,XCKJ,2016-09-20,2200-01-01,stock,300542.XSHE,29855.9899,24758.1984,37.738,31.2944,软件和信息技术服务业,系统集成服务,垂直应用软件III,互联网金融|数据中心|区块链|人工智能|数字货币|大数据|国产软件|网络安全|云计算|智慧城市|一带一路|军工|通用航空|军民融合|深股通|股权转让|华为海思概念|元宇宙|虚拟数字人|华为鲲鹏|华为欧拉|信创|Web3.0|数据要素|华为昇腾|低空经济|军工信息化|商业航天|百度概念|华为概念|DeepSeek
300543.XSHE,朗科智能,LKZN,2016-09-08,2200-01-01,stock,300543.XSHE,30637.1334,25019.8808,26.8688,21.9424,计算机、通信和其他电子设备制造业,安防设备及其他,家电零部件III,物联网|智能家居|创投|家用电器|粤港澳自贸区|储能|比亚迪概念|宠物经济|机器人概念|光伏概念|小米概念|华为概念|锂电池概念
300545.XSHE,联得装备,LDZB,2016-09-28,2200-01-01,stock,300545.XSHE,18546.1376,11955.8935,66.9886,43.1847,专用设备制造业,其他专用机械,显示器件III,汽车电子|虚拟现实|5G|OLED|MiniLED|智能穿戴|工业4.0|深股通|柔性屏|钠离子电池|专精特新|华为汽车|钙钛矿电池|固态电池|新型工业化|智能座舱|机器人概念|芯片概念|光伏概念|富士康概念|苹果概念|华为概念|锂电池概念
300546.XSHE,雄帝科技,XDKJ,2016-09-28,2200-01-01,stock,300546.XSHE,18764.9691,13493.0985,31.6753,22.7764,计算机、通信和其他电子设备制造业,通信终端设备及组件,其他计算机设备III,区块链|人工智能|移动支付|人脸识别|数字货币|网约车|网络安全|云计算|智慧城市|智能交通|数字孪生|深股通|量子通信|粤港澳自贸区|专精特新|数据安全|智慧政务|电子身份证|华为鲲鹏|数字经济|信创|数据要素|蚂蚁金服概念|机器人概念|腾讯概念|车联网(车路协同)|DeepSeek
300547.XSHE,川环科技,CHKJ,2016-09-30,2200-01-01,stock,300547.XSHE,21690.6174,17822.3597,74.0084,60.8099,橡胶和塑料制品业,汽车系统部件,底盘与发动机系统III,数据中心|无人机|军工|军民融合|深股通|创业板重组松绑|储能|华为汽车|比亚迪概念|汽车热管理|氢能源|成飞概念|小米汽车|飞行汽车(eVTOL)|低空经济|华为概念
300548.XSHE,长芯博创,CXBC,2016-10-12,2200-01-01,stock,300548.XSHE,29465.4628,27236.2128,645.2936,596.4731,计算机、通信和其他电子设备制造业,通信系统设备及组件,通信网络设备及器件III,数据中心|5G|深股通|长三角一体化|融资融券|专精特新|5G概念|铜缆高速连接|机器人概念|芯片概念|抖音概念|华为概念|F5G|光纤
300549.XSHE,优德精密,YDJM,2016-09-30,2200-01-01,stock,300549.XSHE,13334.0,10105.415,20.8144,15.7746,专用设备制造业,其他汽车零部件,其它专用机械III,特斯拉|工业4.0|家用电器|比亚迪概念|减速器|机器人概念|医疗器械概念
300550.XSHE,和仁科技,HRKJ,2016-10-18,2200-01-01,stock,300550.XSHE,26256.0141,26230.0586,37.126,37.0893,软件和信息技术服务业,行业应用软件,垂直应用软件III,区块链|人工智能|云计算|智能医疗|互联网医疗|家庭医生|腾讯概念|DeepSeek
300551.XSHE,古鳌科技,GAKJ,2016-10-18,2200-01-01,stock,300551.XSHE,34006.2839,33907.2858,37.951,37.8405,,,,互联网金融|数字货币|国产软件|创业板重组松绑|专精特新|虚拟数字人|芯片概念
300552.XSHE,万集科技,WJKJ,2016-10-21,2200-01-01,stock,300552.XSHE,21313.3112,13508.8147,57.4181,36.3927,计算机、通信和其他电子设备制造业,通信终端设备及组件,其他计算机设备III,汽车电子|无人驾驶|边缘计算|智慧城市|智能交通|ETC|深股通|京津冀一体化|传感器|机器视觉|毫米波雷达|数据要素|智能座舱|人形机器人|低空经济|机器人概念|华为概念|车联网(车路协同)
300553.XSHE,集智股份,JZGF,2016-10-21,2200-01-01,stock,300553.XSHE,11102.2943,8489.5405,74.7295,57.1431,仪器仪表制造业,仪器仪表,仪器仪表III,人工智能|海工装备|军工|新材料|创业板重组松绑|高端装备|专精特新|航空发动机|新型工业化|人形机器人|机器人概念|集成电路概念
300554.XSHE,三超新材,SCXC,2017-04-21,2200-01-01,stock,300554.XSHE,11421.1577,7909.4946,33.7952,23.4042,非金属矿物制品业,加工机械,磨具磨料III,第三代半导体|股权转让|创业板重组松绑|钙钛矿电池|芯片概念|光伏概念|集成电路概念
300555.XSHE,ST路通,STLT,2016-10-18,2200-01-01,stock,300555.XSHE,20000.0,19798.4863,25.6,25.3421,计算机、通信和其他电子设备制造业,通信系统设备及组件,通信终端及配件III,物联网|人工智能|智慧城市|数字孪生|农村电商|乡村振兴|创业板重组松绑|量子通信|文化传媒概念
300556.XSHE,丝路视觉,SLSJ,2016-11-04,2200-01-01,stock,300556.XSHE,12156.5313,10850.6499,22.4653,20.052,软件和信息技术服务业,其他IT与互联网服务,垂直应用软件III,阿里|在线教育|人工智能|虚拟现实|大飞机|云计算|智慧城市|数字孪生|职业教育|雄安新区|创业板重组松绑|粤港澳自贸区|元宇宙|虚拟数字人|智慧政务|数字经济|机器视觉|时空大数据|数据要素|空间计算|抖音概念|文化传媒概念|苹果概念|华为概念
300557.XSHE,理工光科,LGGK,2016-11-01,2200-01-01,stock,300557.XSHE,15712.8241,15520.3899,46.9342,46.3594,专用设备制造业,仪器仪表,仪器仪表III,安防|物联网|数据中心|人工智能|军工|核电|创业板重组松绑|专精特新|传感器|国企改革|可控核聚变|小米概念|车联网(车路协同)|光纤
300558.XSHE,贝达药业,BDYY,2016-11-07,2200-01-01,stock,300558.XSHE,42073.3843,41939.266,205.6547,204.9991,医药制造业,药品制剂,化学制剂III,基因测序|智能医疗|深股通|生物医药|眼科医疗|融资融券|转融券标的|创新药|细胞免疫治疗|MSCI概念
300559.XSHE,佳发教育,JFJY,2016-11-01,2200-01-01,stock,300559.XSHE,39951.4567,31113.6833,45.1851,35.1896,软件和信息技术服务业,行业应用软件,垂直应用软件III,阿里|在线教育|人工智能|国产软件|深股通|职业教育|体育产业|虚拟数字人|信创|腾讯概念|华为概念|DeepSeek
300560.XSHE,中富通,ZFT,2016-11-01,2200-01-01,stock,300560.XSHE,22974.3622,18696.4785,41.8133,34.0276,软件和信息技术服务业,通信技术服务,通信工程及服务III,安防|物联网|人工智能|边缘计算|5G|国产软件|网络安全|云计算|智慧城市|智能穿戴|垃圾分类|一带一路|军工|乡村振兴|福建自贸区|元宇宙|智慧政务|数字乡村|电子身份证|数字经济|机器视觉|英伟达概念|机器人概念|抖音概念|华为概念|车联网(车路协同)|AI眼镜
300561.XSHE,汇金科技,HJKJ,2016-11-17,2200-01-01,stock,300561.XSHE,32810.7975,24105.7574,48.1663,35.3873,软件和信息技术服务业,系统集成服务,垂直应用软件III,互联网金融|物联网|区块链|人工智能|人脸识别|国产软件|网络安全|语音技术|股权转让|摘帽|粤港澳自贸区|转融券标的|数据安全|物业管理|信创|百度概念
300562.XSHE,乐心医疗,LXYL,2016-11-16,2200-01-01,stock,300562.XSHE,21861.3688,16295.6533,26.3648,19.6526,专用设备制造业,医疗设备,医疗设备III,区块链|人工智能|无人零售|智能穿戴|智能医疗|无线耳机|体育产业|健康中国|创业板重组松绑|传感器|互联网医疗|血氧仪|芯片概念|医疗器械概念|养老概念|华为概念|三胎概念
300563.XSHE,神宇股份,SYGF,2016-11-14,2200-01-01,stock,300563.XSHE,18213.6526,12814.5793,57.1727,40.225,计算机、通信和其他电子设备制造业,通信系统设备及组件,通信线缆及配套III,汽车电子|虚拟现实|5G|无人机|军工|深股通|融资融券|创业板重组松绑|转融券标的|专精特新|EDR概念|数字经济|钙钛矿电池|铜缆高速连接|军工信息化|芯片概念|光伏概念|医疗器械概念|苹果概念|华为概念
300564.XSHE,筑博设计,ZBSJ,2019-11-08,2200-01-01,stock,300564.XSHE,16131.52,11319.175,21.7453,15.2582,专业技术服务业,建筑设计及服务,工程咨询服务III,装配式建筑|新型城镇化|粤港澳自贸区|西部大开发
300565.XSHE,科信技术,KXJS,2016-11-22,2200-01-01,stock,300565.XSHE,24970.4612,22820.5145,32.0371,29.2787,计算机、通信和其他电子设备制造业,通信系统设备及组件,通信网络设备及器件III,物联网|数据中心|5G|粤港澳自贸区|储能|智慧灯杆|太赫兹|锂电池概念
300566.XSHE,激智科技,JZKJ,2016-11-15,2200-01-01,stock,300566.XSHE,26210.4623,22668.0431,70.6634,61.113,计算机、通信和其他电子设备制造业,面板,光学元件III,节能照明|虚拟现实|OLED|MiniLED|智能穿戴|深股通|柔性屏|融资融券|LED|转融券标的|POE胶膜|光伏概念|富士康概念|小米概念|华为概念|锂电池概念|24中报预增
300567.XSHE,精测电子,JCDZ,2016-11-22,2200-01-01,stock,300567.XSHE,27974.6002,22704.8896,529.3634,429.6446,仪器仪表制造业,其他专用机械,仪器仪表III,虚拟现实|OLED|MiniLED|深股通|柔性屏|融资融券|转融券标的|国家大基金持股|比亚迪概念|机器视觉|芯片概念|宁德时代概念|富士康概念|小米概念|苹果概念|华为概念|锂电池概念|中芯国际概念|24中报预增|智能制造
300568.XSHE,星源材质,XYCZ,2016-12-01,2200-01-01,stock,300568.XSHE,134571.0639,120856.1944,208.5851,187.3271,化学原料和化学制品制造业,电池部件及材料,电池化学品III,深股通|融资融券|转融券标的|钠离子电池|储能|比亚迪概念|固态电池|机器人概念|芯片概念|宁德时代概念|锂电池概念|DeepSeek
300569.XSHE,天能重工,TNZG,2016-11-25,2200-01-01,stock,300569.XSHE,102272.6168,101964.7941,52.7727,52.6138,电气机械和器材制造业,风电设备,风电零部件III,风电|海工装备|深股通|融资融券|转融券标的|绿色电力|横琴新区|国企改革|光伏概念
300570.XSHE,太辰光,TCG,2016-12-06,2200-01-01,stock,300570.XSHE,22712.6867,19219.2798,382.4362,323.6142,计算机、通信和其他电子设备制造业,通信系统设备及组件,通信网络设备及器件III,数据中心|5G|深股通|融资融券|转融券标的|传感器|5G概念|铜缆高速连接|芯片概念|F5G|光纤
300571.XSHE,平治信息,PZXX,2016-12-13,2200-01-01,stock,300571.XSHE,13952.8294,11563.7175,62.9552,52.1755,计算机、通信和其他电子设备制造业,电信增值服务,通信应用增值服务III,阿里|数据中心|虚拟现实|5G|无人机|智能家居|智能音箱|元宇宙|储能|虚拟数字人|数字经济|5G概念|数字水印|数据要素|算力租赁|华为昇腾|人形机器人|低空经济|机器人概念|芯片概念|文化传媒概念|腾讯概念|快手概念|智谱AI|F5G|6G|DeepSeek
300572.XSHE,安车检测,ACJC,2016-12-06,2200-01-01,stock,300572.XSHE,22898.8812,18127.7907,61.6438,48.8,仪器仪表制造业,仪器仪表,检测服务III,人工智能|充电桩|智能交通|PM2.5|创投|军工|深股通|新疆振兴|股权转让|粤港澳自贸区|尾气治理|换电概念|比亚迪概念|机器人概念
300573.XSHE,兴齐眼药,XQYY,2016-12-08,2200-01-01,stock,300573.XSHE,35732.2814,27440.2665,132.0308,101.3918,医药制造业,药品制剂,化学制剂III,智能医疗|深股通|民营医院|医药电商|眼科医疗|融资融券|转融券标的|互联网医疗|创新药
300575.XSHE,中旗股份,ZQGF,2016-12-20,2200-01-01,stock,300575.XSHE,47858.545,34270.8216,27.4708,19.6715,化学原料和化学制品制造业,农药,农药III,创新药
300576.XSHE,容大感光,RDGG,2016-12-20,2200-01-01,stock,300576.XSHE,36636.7572,23036.0665,153.0317,96.2216,计算机、通信和其他电子设备制造业,印制电路板,电子化学品III,OLED|深股通|第三代半导体|融资融券|粤港澳自贸区|转融券标的|专精特新|光刻胶|PCB概念|芯片概念|24中报预增
300577.XSHE,开润股份,KRGF,2016-12-21,2200-01-01,stock,300577.XSHE,23983.6247,14216.4791,39.1892,23.2297,皮革、毛皮、羽毛及其制品和制鞋业,鞋帽与配饰,鞋帽III,跨境电商|深股通|体育产业|小米概念|年报预增
300578.XSHE,会畅科技,HCKJ,2017-01-25,2200-01-01,stock,300578.XSHE,19826.974,19821.6115,36.4816,36.4718,软件和信息技术服务业,电信增值服务,通信应用增值服务III,在线教育|数据中心|人工智能|虚拟现实|5G|大数据|国产操作系统|智能医疗|元宇宙|虚拟数字人|信创|Web3.0|空间计算|Sora概念(文生视频)|华为概念|DeepSeek
300579.XSHE,数字认证,SZRZ,2016-12-23,2200-01-01,stock,300579.XSHE,27000.0,26047.3279,60.804,58.6586,软件和信息技术服务业,通用软件,垂直应用软件III,阿里|互联网金融|在线教育|区块链|数字货币|国产软件|网络安全|云计算|知识产权保护|深股通|京津冀一体化|雄安新区|融资融券|股权转让|量子通信|转融券标的|数据安全|智慧政务|互联网医疗|电子身份证|华为鲲鹏|数字经济|信创|国企改革|数据确权|芯片概念|华为概念|车联网(车路协同)
300580.XSHE,贝斯特,BST,2017-01-11,2200-01-01,stock,300580.XSHE,50232.2762,47259.2472,117.7947,110.8229,汽车制造业,汽车系统部件,底盘与发动机系统III,特斯拉|燃料电池|工业4.0|深股通|工业母机|华为汽车|比亚迪概念|PCB概念|机器视觉|氢能源|新型工业化|人形机器人|机器人概念|集成电路概念|智能制造
300581.XSHE,晨曦航空,CXHK,2016-12-20,2200-01-01,stock,300581.XSHE,55010.9546,55010.9546,58.9717,58.9717,计算机、通信和其他电子设备制造业,航空,航空装备III,无人机|军工|通用航空|军民融合|深股通|融资融券|转融券标的|专精特新|航空发动机
300582.XSHE,英飞特,YFT,2016-12-28,2200-01-01,stock,300582.XSHE,29853.6488,22156.4594,44.1834,32.7916,计算机、通信和其他电子设备制造业,LED,LEDIII,节能照明|充电桩|创业板重组松绑|专精特新|储能|换电概念|传感器|智慧灯杆
300583.XSHE,赛托生物,STSW,2017-01-06,2200-01-01,stock,300583.XSHE,18970.2126,18614.8926,23.9025,23.4548,医药制造业,原料药,化学原料药III,生物医药|辅助生殖|肝炎概念|熊去氧胆酸|合成生物
300584.XSHE,海辰药业,HCYY,2017-01-12,2200-01-01,stock,300584.XSHE,12000.0,8210.9946,38.64,26.4394,医药制造业,药品制剂,化学制剂III,深股通|生物医药|辅助生殖|幽门螺杆菌概念|仿制药一致性评价|肝炎概念|创新药|熊去氧胆酸|固态电池|锂电池概念|猴痘
300585.XSHE,奥联电子,ALDZ,2016-12-29,2200-01-01,stock,300585.XSHE,17111.1111,17111.1111,32.5967,32.5967,汽车制造业,汽车电子,底盘与发动机系统III,汽车电子|军工|生物医药|创业板重组松绑|专精特新|传感器|比亚迪概念|钙钛矿电池|减速器|小米汽车|机器人概念|小米概念|锂电池概念
300586.XSHE,美联新材,MLXC,2017-01-04,2200-01-01,stock,300586.XSHE,71121.6645,53459.6468,85.5594,64.312,化学原料和化学制品制造业,其他化学制品,改性塑料III,燃料电池|深股通|新材料|可降解塑料|融资融券|分散染料|转融券标的|钠离子电池|专精特新|储能|PCB概念|氢能源|固态电池|芯片概念|宁德时代概念|锂电池概念
300587.XSHE,天铁科技,TTKJ,2017-01-05,2200-01-01,stock,300587.XSHE,129826.8797,105261.2511,61.4081,49.7886,橡胶和塑料制品业,橡胶制品,其他橡胶制品III,深股通|高铁|融资融券|创业板重组松绑|转融券标的|专精特新|固态电池|机器人概念|锂电池概念
300588.XSHE,熙菱信息,XLXX,2017-01-05,2200-01-01,stock,300588.XSHE,19147.103,17682.203,36.571,33.773,软件和信息技术服务业,系统集成服务,安防设备III,安防|人工智能|人脸识别|独角兽|大数据|国产软件|网络安全|智慧城市|智能交通|新疆振兴|股权转让|创业板重组松绑|专精特新|数据安全|智慧政务|华为鲲鹏|数字经济|机器视觉|信创|时空大数据|数据要素|独角兽概念|华为概念|西部大开发|DeepSeek
300589.XSHE,江龙船艇,JLCT,2017-01-13,2200-01-01,stock,300589.XSHE,37766.7996,23442.8617,50.4187,31.2962,铁路、船舶、航空航天和其他运输设备制造业,船舶及其他航运设备,船舶制造III,无人驾驶|燃料电池|一带一路|海工装备|军工|军民融合|深股通|融资融券|创业板重组松绑|粤港澳自贸区|转融券标的|专精特新
300590.XSHE,移为通信,YWTX,2017-01-11,2200-01-01,stock,300590.XSHE,46223.6538,35781.4593,66.9319,51.8116,计算机、通信和其他电子设备制造业,通信终端设备及组件,通信终端及配件III,物联网|工业互联网|人工智能|无人驾驶|边缘计算|5G|智慧城市|智能交通|深股通|专精特新|两轮车|信创|三季报预增|智能座舱|芯片概念|车联网(车路协同)|24中报预增
300591.XSHE,万里马,WLM,2017-01-10,2200-01-01,stock,300591.XSHE,40567.3777,35044.4827,30.3038,26.1782,皮革、毛皮、羽毛及其制品和制鞋业,鞋帽与配饰,鞋帽III,人工智能|跨境电商|军工|军民融合|创业板重组松绑|粤港澳自贸区|腾讯概念|三胎概念
300592.XSHE,华凯易佰,HKYB,2017-01-20,2200-01-01,stock,300592.XSHE,40436.1469,34886.8974,46.0972,39.7711,零售业,互联网零售,跨境电商III,人工智能|虚拟现实|跨境电商|无人机|智能穿戴|深股通|家用电器|股权转让|创业板重组松绑|元宇宙|华为概念|AIGC
300593.XSHE,新雷能,XLN,2017-01-13,2200-01-01,stock,300593.XSHE,54249.8469,45026.3501,183.5272,152.3241,电气机械和器材制造业,其他储能设备,其它电源设备III,数据中心|5G|军工|军民融合|深股通|融资融券|转融券标的|专精特新|储能|商业航天|芯片概念
300594.XSHE,ST朗进,STLJ,2019-06-21,2200-01-01,stock,300594.XSHE,9187.345,9099.2875,15.1407,14.9956,铁路、船舶、航空航天和其他运输设备制造业,城轨铁路,铁路设备III,数据中心|充电桩|大数据|国产软件|风电|高铁|农机|烟草|专精特新|储能|换电概念|比亚迪概念|汽车热管理|飞行汽车(eVTOL)|低空经济|芯片概念|光伏概念
300595.XSHE,欧普康视,OPKS,2017-01-17,2200-01-01,stock,300595.XSHE,89528.9123,66849.476,103.4059,77.2111,专用设备制造业,医疗耗材,医疗耗材III,跨境电商|深股通|医药电商|眼科医疗|融资融券|转融券标的|互联网医疗|医疗器械概念|MSCI概念
300596.XSHE,利安隆,LAL,2017-01-19,2200-01-01,stock,300596.XSHE,22961.9667,22961.9667,94.2589,94.2589,化学原料和化学制品制造业,其他化学制品,其他化学制品III,OLED|基因测序|智能穿戴|深股通|京津冀一体化|乡村振兴|新材料|柔性屏|融资融券|转融券标的|合成生物|光伏概念
300597.XSHE,吉大通信,JDTX,2017-01-23,2200-01-01,stock,300597.XSHE,27257.003,27137.2238,22.6778,22.5782,软件和信息技术服务业,通信技术服务,通信工程及服务III,数据中心|边缘计算|5G|网络安全|无人机|智能交通|创投|一带一路|军工|智慧政务|军工信息化|养老概念|车联网(车路协同)
300598.XSHE,诚迈科技,CMKJ,2017-01-20,2200-01-01,stock,300598.XSHE,21698.1741,21692.0975,71.4955,71.4755,软件和信息技术服务业,其他IT与互联网服务,垂直应用软件III,物联网|工业互联网|汽车电子|人工智能|无人驾驶|虚拟现实|独角兽|国产软件|国产操作系统|智慧城市|智能穿戴|智能家居|深股通|融资融券|转融券标的|华为海思概念|华为汽车|比亚迪概念|华为欧拉|机器视觉|信创|英伟达概念|智能座舱|AI手机|机器人概念|百度概念|小米概念|华为概念|DeepSeek
300599.XSHE,雄塑科技,XSKJ,2017-01-23,2200-01-01,stock,300599.XSHE,35813.1567,31673.388,46.2706,40.922,橡胶和塑料制品业,建筑产品,管材III,石墨烯|地下管网|粤港澳自贸区
300600.XSHE,国瑞科技,GRKJ,2017-01-25,2200-01-01,stock,300600.XSHE,29423.448,29423.448,34.6314,34.6314,铁路、船舶、航空航天和其他运输设备制造业,船舶及其他航运设备,船舶制造III,风电|海工装备|军工|军民融合|核电|专精特新|储能|国企改革|机器人概念
300601.XSHE,康泰生物,KTSW,2017-02-07,2200-01-01,stock,300601.XSHE,111693.0261,90037.4461,133.1381,107.3246,医药制造业,疫苗,疫苗III,生物疫苗|深股通|融资融券|转融券标的|肝炎概念|创新药|流感|合成生物|MSCI概念
300602.XSHE,飞荣达,FRD,2017-01-26,2200-01-01,stock,300602.XSHE,58186.3431,39540.3873,237.3421,161.2852,计算机、通信和其他电子设备制造业,其他电子,消费电子零部件及组装III,石墨烯|工业互联网|数据中心|无人驾驶|虚拟现实|充电桩|特斯拉|5G|无人机|深股通|家用电器|融资融券|粤港澳自贸区|转融券标的|华为海思概念|储能|华为汽车|物业管理|比亚迪概念|汽车热管理|人形机器人|机器人概念|宁德时代概念|光伏概念|富士康概念|小米概念|苹果概念|华为概念|锂电池概念|24中报预增|24三季报预增|年报预增|华为手机|25一季报预增|25中报预增
300603.XSHE,立昂技术,LAJS,2017-01-26,2200-01-01,stock,300603.XSHE,46479.8231,37393.1204,41.5994,33.4668,软件和信息技术服务业,通信技术服务,通信工程及服务III,阿里|安防|互联网金融|物联网|数据中心|区块链|独角兽|边缘计算|5G|大数据|网络安全|云计算|智慧城市|智能交通|ETC|一带一路|深股通|新疆振兴|智慧政务|数字乡村|数字经济|信创|时空大数据|算力租赁|百度概念|独角兽概念|抖音概念|文化传媒概念|腾讯概念|华为概念|车联网(车路协同)|西部大开发|年报预增|DeepSeek
300604.XSHE,长川科技,CCKJ,2017-04-17,2200-01-01,stock,300604.XSHE,63441.8614,48947.1435,1311.5336,1011.8843,专用设备制造业,半导体设备,半导体设备III,深股通|融资融券|转融券标的|专精特新|国家大基金持股|芯片概念|MSCI概念|集成电路概念|24中报预增|年报预增|25中报预增
300605.XSHE,恒锋信息,HFXX,2017-02-08,2200-01-01,stock,300605.XSHE,16514.3762,12638.2587,17.8355,13.6493,软件和信息技术服务业,系统集成服务,垂直应用软件III,在线教育|数据中心|人工智能|人脸识别|国产软件|网络安全|无人机|国产操作系统|智慧城市|智能医疗|语音技术|乡村振兴|体育产业|眼科医疗|福建自贸区|创业板重组松绑|虚拟数字人|数据安全|智慧政务|数字乡村|华为鲲鹏|机器视觉|数据要素|腾讯概念|养老概念|华为概念|DeepSeek
300606.XSHE,金太阳,JTY,2017-02-08,2200-01-01,stock,300606.XSHE,13834.7826,11767.4486,48.5463,41.292,非金属矿物制品业,磨具磨料,磨具磨料III,3D打印|大飞机|新材料|柔性屏|第三代半导体|创业板重组松绑|专精特新|工业母机|比亚迪概念|PCB概念|新型工业化|机器人概念|芯片概念|富士康概念
